time;sec;nsec;id;x;y;z;qx;qy;qz;qw
1513594452.5411024;1513594452;541102342;66;1.4968965771181368;-5.038719354168569;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;1.826184070476875;-4.907150130248603;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;2.2383453731974314;-4.715020105644889;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;2.628465206599994;-4.485203100363647;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;3.0019855989582096;-4.21353971327938;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;3.3615355708622534;-3.8925655522971843;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;3.707571465221657;-3.509777232400724;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;4.036209080756857;-3.046177129497913;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;4.340206401714386;-2.4643321805089715;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;4.587952811512694;-1.732645165212201;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;66;4.711463407818672;-0.9997190717260843;0.0;0.0;0.0;0.0;1.0
1513594452.5411024;1513594452;541102342;80;0.34338215598034727;-0.6575377586736962;0.0;0.0;0.0;-0.11281831530133068;0.9936156338003995
1513594452.5411024;1513594452;541102342;80;0.37058835183865935;-0.6614963493793604;0.0;0.0;0.0;-0.010368780625241792;0.9999462427492518
1513594452.5411024;1513594452;541102342;80;0.38204925605593587;-0.6682918027921093;0.0;0.0;0.0;-0.006177417249514518;0.9999809195760314
1513594452.5411024;1513594452;541102342;80;0.35707824186405707;-0.6981588338400306;0.0;0.0;0.0;-0.06822794410671795;0.9976697588094823
1513594452.5411024;1513594452;541102342;80;0.36595386825201126;-0.6921177920992614;0.0;0.0;0.0;-0.0484419825684313;0.9988259980220978
1513594452.5411024;1513594452;541102342;80;0.36615946828595974;-0.6899176485979381;0.0;0.0;0.0;-0.05454197504713997;0.9985114786310456
1513594452.5411024;1513594452;541102342;80;0.3806329575696297;-0.6817534901623978;0.0;0.0;0.0;-0.08023689436682926;0.9967758227316543
1513594452.5411024;1513594452;541102342;80;0.3685782813128542;-0.6939684307837957;0.0;0.0;0.0;-0.0567478796307244;0.9983885406781354
1513594452.5411024;1513594452;541102342;80;0.3739301703576089;-0.6868114502948133;0.0;0.0;0.0;-0.13653430272797795;0.9906353436954412
1513594452.5411024;1513594452;541102342;80;0.3792296507483384;-0.6953300068702373;0.0;0.0;0.0;-0.08362983207762466;0.9964968897024558
1513594452.5511653;1513594452;551165331;80;0.3820625742645402;-0.6729264107955348;0.0;0.0;0.0;-0.10779572702631174;0.9941730640260119
1513594452.5511653;1513594452;551165331;80;0.417347503295015;-0.6425483352533792;0.0;0.0;0.0;0.03685359216431449;0.9993206756314944
1513594452.5511653;1513594452;551165331;80;0.42681174452334797;-0.6701501156408239;0.0;0.0;0.0;0.013189050502932264;0.9999130206907154
1513594452.5511653;1513594452;551165331;80;0.4004044195383808;-0.7210700959834333;0.0;0.0;0.0;-0.09871796207551822;0.9951154525800795
1513594452.5511653;1513594452;551165331;80;0.39845150390462997;-0.7038123258168321;0.0;0.0;0.0;-0.060835606779349814;0.9981477991498996
1513594452.5511653;1513594452;551165331;80;0.4184505813044745;-0.7017633602470844;0.0;0.0;0.0;-0.09238085486411672;0.9957237456516617
1513594452.5511653;1513594452;551165331;80;0.4308490786022527;-0.7015793591946606;0.0;0.0;0.0;-0.07066485516358777;0.9975001144083689
1513594452.5511653;1513594452;551165331;80;0.41376059671442933;-0.7085203928568771;0.0;0.0;0.0;-0.05915895625484504;0.9982485752030089
1513594452.5511653;1513594452;551165331;80;0.40889670070501544;-0.6842409137527048;0.0;0.0;0.0;-0.10502724300557979;0.9944693450411867
1513594452.5511653;1513594452;551165331;80;0.43009819221565065;-0.6931695397996084;0.0;0.0;0.0;-0.03830341769540362;0.9992661548320605
1513594452.5511653;1513594452;551165331;66;0.6547797444544469;-1.047119241733777;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;1.292857340294023;0.4412236668922366;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;1.149346969816698;0.6560392305895331;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;0.9890679495824918;0.835658983513033;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;0.8264462838908423;0.9754352147545245;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;0.6888910888136032;1.0675029063813977;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;0.5597125562096529;1.1456340065202129;0.0;0.0;0.0;0.0;1.0
1513594452.5511653;1513594452;551165331;66;0.31132018716929744;1.2629276647373493;0.0;0.0;0.0;0.0;1.0
